Hit_ID,Query_ID
lcl|NZ_JACRYS010000001.1_prot_WP_193621735.1_40,lcl|NZ_VWOH01000002.1_prot_WP_152309803.1_255
lcl|NZ_JACRYS010000001.1_prot_WP_193621705.1_17,lcl|NZ_VWOH01000002.1_prot_WP_152309804.1_256
lcl|NZ_JACRYS010000001.1_prot_WP_193621696.1_8,lcl|NZ_VWOH01000002.1_prot_WP_152309805.1_257
lcl|NZ_JACRYS010000007.1_prot_WP_193621949.1_550,lcl|NZ_VWOH01000002.1_prot_WP_152309808.1_260
lcl|NZ_JACRYS010000011.1_prot_WP_193622039.1_107,lcl|NZ_VWOH01000002.1_prot_WP_152309809.1_261
lcl|NZ_JACRYS010000011.1_prot_WP_193622038.1_106,lcl|NZ_VWOH01000002.1_prot_WP_152309810.1_262
lcl|NZ_JACRYS010000011.1_prot_WP_193622037.1_105,lcl|NZ_VWOH01000002.1_prot_WP_152309811.1_263
lcl|NZ_JACRYS010000011.1_prot_WP_193622042.1_104,lcl|NZ_VWOH01000002.1_prot_WP_152309840.1_264
lcl|NZ_JACRYS010000011.1_prot_WP_193622036.1_103,lcl|NZ_VWOH01000002.1_prot_WP_152309812.1_265
lcl|NZ_JACRYS010000097.1_prot_WP_193622216.1_666,lcl|NZ_VWOH01000002.1_prot_WP_152309814.1_267
lcl|NZ_JACRYS010000013.1_prot_WP_193622065.1_170,lcl|NZ_VWOH01000002.1_prot_WP_152309841.1_268
lcl|NZ_JACRYS010000013.1_prot_WP_193622064.1_169,lcl|NZ_VWOH01000002.1_prot_WP_152309815.1_269
lcl|NZ_JACRYS010000013.1_prot_WP_193622063.1_168,lcl|NZ_VWOH01000002.1_prot_WP_152309816.1_270
lcl|NZ_JACRYS010000013.1_prot_WP_193622062.1_167,lcl|NZ_VWOH01000002.1_prot_WP_152309817.1_271
lcl|NZ_JACRYS010000096.1_prot_WP_193622215.1_665,lcl|NZ_VWOH01000002.1_prot_WP_152309818.1_272
lcl|NZ_JACRYS010000013.1_prot_WP_193622060.1_165,lcl|NZ_VWOH01000002.1_prot_WP_152309819.1_273
lcl|NZ_JACRYS010000013.1_prot_WP_193622059.1_164,lcl|NZ_VWOH01000002.1_prot_WP_152309820.1_274
lcl|NZ_JACRYS010000013.1_prot_WP_193622058.1_163,lcl|NZ_VWOH01000002.1_prot_WP_152309842.1_275
lcl|NZ_JACRYS010000013.1_prot_WP_193622057.1_162,lcl|NZ_VWOH01000002.1_prot_WP_152309821.1_276
lcl|NZ_JACRYS010000017.1_prot_WP_193622087.1_203,lcl|NZ_VWOH01000002.1_prot_WP_152309823.1_278
lcl|NZ_JACRYS010000124.1_prot_WP_193622245.1_152,lcl|NZ_VWOH01000002.1_prot_WP_152309824.1_279
lcl|NZ_JACRYS010000048.1_prot_WP_193622153.1_410,lcl|NZ_VWOH01000002.1_prot_WP_152309825.1_280
lcl|NZ_JACRYS010000048.1_prot_WP_193622154.1_411,lcl|NZ_VWOH01000002.1_prot_WP_152309826.1_281
lcl|NZ_JACRYS010000048.1_prot_WP_193622155.1_412,lcl|NZ_VWOH01000002.1_prot_WP_152309827.1_282
lcl|NZ_JACRYS010000007.1_prot_WP_193621962.1_564,lcl|NZ_VWOH01000002.1_prot_WP_152309828.1_283
lcl|NZ_JACRYS010000007.1_prot_WP_078123152.1_563,lcl|NZ_VWOH01000002.1_prot_WP_152309829.1_284
lcl|NZ_JACRYS010000007.1_prot_WP_193621961.1_562,lcl|NZ_VWOH01000002.1_prot_WP_152309830.1_285
lcl|NZ_JACRYS010000007.1_prot_WP_193621960.1_561,lcl|NZ_VWOH01000002.1_prot_WP_152309831.1_286
lcl|NZ_JACRYS010000006.1_prot_WP_193621932.1_511,lcl|NZ_VWOH01000002.1_prot_WP_152309832.1_287
lcl|NZ_JACRYS010000006.1_prot_WP_193621937.1_512,lcl|NZ_VWOH01000002.1_prot_WP_152309833.1_288
lcl|NZ_JACRYS010000006.1_prot_WP_193621933.1_513,lcl|NZ_VWOH01000002.1_prot_WP_152309834.1_289
lcl|NZ_JACRYS010000006.1_prot_WP_193621934.1_514,lcl|NZ_VWOH01000002.1_prot_WP_152309835.1_290
lcl|NZ_JACRYS010000006.1_prot_WP_078122845.1_516,lcl|NZ_VWOH01000002.1_prot_WP_152309836.1_291
lcl|NZ_JACRYS010000033.1_prot_WP_193622125.1_338,lcl|NZ_VWOH01000002.1_prot_WP_152309837.1_292
lcl|NZ_JACRYS010000033.1_prot_WP_193622126.1_340,lcl|NZ_VWOH01000002.1_prot_WP_152309838.1_293
lcl|NZ_JACRYS010000062.1_prot_WP_193622174.1_522,lcl|NZ_VWOH01000002.1_prot_WP_152309839.1_294
lcl|NZ_JACRYS010000004.1_prot_WP_193621857.1_376,lcl|NZ_VWOH01000003.1_prot_WP_152309848.1_301
lcl|NZ_JACRYS010000103.1_prot_WP_193622222.1_80,lcl|NZ_VWOH01000003.1_prot_WP_152309851.1_304
lcl|NZ_JACRYS010000008.1_prot_WP_193621974.1_595,lcl|NZ_VWOH01000003.1_prot_WP_152309857.1_310
lcl|NZ_JACRYS010000007.1_prot_WP_193621953.1_554,lcl|NZ_VWOH01000003.1_prot_WP_152309859.1_312
lcl|NZ_JACRYS010000004.1_prot_WP_193621861.1_381,lcl|NZ_VWOH01000003.1_prot_WP_152309863.1_316
lcl|NZ_JACRYS010000003.1_prot_WP_193621836.1_324,lcl|NZ_VWOH01000003.1_prot_WP_152309865.1_318
lcl|NZ_JACRYS010000003.1_prot_WP_193621837.1_325,lcl|NZ_VWOH01000003.1_prot_WP_152309866.1_319
lcl|NZ_JACRYS010000003.1_prot_WP_193621838.1_326,lcl|NZ_VWOH01000003.1_prot_WP_152309867.1_320
lcl|NZ_JACRYS010000003.1_prot_WP_193621839.1_327,lcl|NZ_VWOH01000003.1_prot_WP_152309868.1_321
lcl|NZ_JACRYS010000003.1_prot_WP_193621840.1_328,lcl|NZ_VWOH01000003.1_prot_WP_152309869.1_322
lcl|NZ_JACRYS010000068.1_prot_WP_193622182.1_532,lcl|NZ_VWOH01000003.1_prot_WP_152309870.1_323
lcl|NZ_JACRYS010000028.1_prot_WP_004994835.1_289,lcl|NZ_VWOH01000003.1_prot_WP_152309871.1_324
lcl|NZ_JACRYS010000019.1_prot_WP_193622095.1_216,lcl|NZ_VWOH01000003.1_prot_WP_152309872.1_325
lcl|NZ_JACRYS010000019.1_prot_WP_193622094.1_215,lcl|NZ_VWOH01000003.1_prot_WP_152309873.1_326
lcl|NZ_JACRYS010000019.1_prot_WP_193622093.1_214,lcl|NZ_VWOH01000003.1_prot_WP_152309874.1_327
lcl|NZ_JACRYS010000019.1_prot_WP_193622092.1_213,lcl|NZ_VWOH01000003.1_prot_WP_152309875.1_328
lcl|NZ_JACRYS010000017.1_prot_WP_193622086.1_201,lcl|NZ_VWOH01000003.1_prot_WP_152309876.1_329
lcl|NZ_JACRYS010000014.1_prot_WP_193622076.1_188,lcl|NZ_VWOH01000003.1_prot_WP_152309877.1_330
lcl|NZ_JACRYS010000014.1_prot_WP_193622075.1_187,lcl|NZ_VWOH01000003.1_prot_WP_152309878.1_331
lcl|NZ_JACRYS010000001.1_prot_WP_193621692.1_4,lcl|NZ_VWOH01000003.1_prot_WP_152309879.1_332
lcl|NZ_JACRYS010000001.1_prot_WP_193621691.1_3,lcl|NZ_VWOH01000003.1_prot_WP_152309880.1_333
lcl|NZ_JACRYS010000001.1_prot_WP_193621690.1_2,lcl|NZ_VWOH01000003.1_prot_WP_152309881.1_334
lcl|NZ_JACRYS010000001.1_prot_WP_193621689.1_1,lcl|NZ_VWOH01000003.1_prot_WP_152309882.1_335
lcl|NZ_JACRYS010000001.1_prot_WP_193621724.1_30,lcl|NZ_VWOH01000003.1_prot_WP_152309883.1_336
lcl|NZ_JACRYS010000011.1_prot_WP_193622030.1_97,lcl|NZ_VWOH01000003.1_prot_WP_152309884.1_337
lcl|NZ_JACRYS010000003.1_prot_WP_193621808.1_293,lcl|NZ_VWOH01000004.1_prot_WP_152309886.1_338
lcl|NZ_JACRYS010000003.1_prot_WP_193621809.1_294,lcl|NZ_VWOH01000004.1_prot_WP_152309887.1_339
lcl|NZ_JACRYS010000003.1_prot_WP_193621810.1_295,lcl|NZ_VWOH01000004.1_prot_WP_152309888.1_340
lcl|NZ_JACRYS010000024.1_prot_WP_193622108.1_274,lcl|NZ_VWOH01000004.1_prot_WP_152309891.1_343
lcl|NZ_JACRYS010000005.1_prot_WP_193621905.1_466,lcl|NZ_VWOH01000004.1_prot_WP_152309892.1_344
lcl|NZ_JACRYS010000118.1_prot_WP_004995014.1_124,lcl|NZ_VWOH01000004.1_prot_WP_152309893.1_345
lcl|NZ_JACRYS010000009.1_prot_WP_193622009.1_638,lcl|NZ_VWOH01000004.1_prot_WP_152309894.1_346
lcl|NZ_JACRYS010000094.1_prot_WP_193622211.1_660,lcl|NZ_VWOH01000004.1_prot_WP_152309895.1_347
lcl|NZ_JACRYS010000009.1_prot_WP_193621996.1_636,lcl|NZ_VWOH01000004.1_prot_WP_152309896.1_348
lcl|NZ_JACRYS010000009.1_prot_WP_193621995.1_635,lcl|NZ_VWOH01000004.1_prot_WP_152309897.1_349
lcl|NZ_JACRYS010000003.1_prot_WP_193621817.1_302,lcl|NZ_VWOH01000004.1_prot_WP_152309898.1_350
lcl|NZ_JACRYS010000009.1_prot_WP_193622003.1_645,lcl|NZ_VWOH01000004.1_prot_WP_193310881.1_351
lcl|NZ_JACRYS010000009.1_prot_WP_193622002.1_644,lcl|NZ_VWOH01000004.1_prot_WP_152309900.1_352
lcl|NZ_JACRYS010000009.1_prot_WP_193622001.1_643,lcl|NZ_VWOH01000004.1_prot_WP_152309925.1_353
lcl|NZ_JACRYS010000009.1_prot_WP_193622000.1_642,lcl|NZ_VWOH01000004.1_prot_WP_152309901.1_354
lcl|NZ_JACRYS010000001.1_prot_WP_193621711.1_22,lcl|NZ_VWOH01000004.1_prot_WP_152309903.1_356
lcl|NZ_JACRYS010000001.1_prot_WP_193621700.1_14,lcl|NZ_VWOH01000004.1_prot_WP_152309908.1_361
lcl|NZ_JACRYS010000001.1_prot_WP_193621699.1_13,lcl|NZ_VWOH01000004.1_prot_WP_152309909.1_362
lcl|NZ_JACRYS010000079.1_prot_WP_004995266.1_607,lcl|NZ_VWOH01000004.1_prot_WP_152309910.1_363
lcl|NZ_JACRYS010000001.1_prot_WP_193621698.1_11,lcl|NZ_VWOH01000004.1_prot_WP_152309911.1_364
lcl|NZ_JACRYS010000001.1_prot_WP_193621697.1_10,lcl|NZ_VWOH01000004.1_prot_WP_152309912.1_365
lcl|NZ_JACRYS010000014.1_prot_WP_193622077.1_181,lcl|NZ_VWOH01000004.1_prot_WP_152309913.1_366
lcl|NZ_JACRYS010000016.1_prot_WP_193622085.1_200,lcl|NZ_VWOH01000004.1_prot_WP_152309918.1_371
lcl|NZ_JACRYS010000009.1_prot_WP_193621989.1_629,lcl|NZ_VWOH01000004.1_prot_WP_152309919.1_372
lcl|NZ_JACRYS010000001.1_prot_WP_193621748.1_48,lcl|NZ_VWOH01000004.1_prot_WP_152309920.1_373
lcl|NZ_JACRYS010000001.1_prot_WP_193621769.1_49,lcl|NZ_VWOH01000004.1_prot_WP_152309926.1_374
lcl|NZ_JACRYS010000001.1_prot_WP_193621749.1_50,lcl|NZ_VWOH01000004.1_prot_WP_152309921.1_375
lcl|NZ_JACRYS010000001.1_prot_WP_193621751.1_51,lcl|NZ_VWOH01000004.1_prot_WP_152309922.1_376
lcl|NZ_JACRYS010000001.1_prot_WP_193621752.1_52,lcl|NZ_VWOH01000004.1_prot_WP_152309923.1_377
lcl|NZ_JACRYS010000010.1_prot_WP_193622011.1_61,lcl|NZ_VWOH01000005.1_prot_WP_152309927.1_379
lcl|NZ_JACRYS010000010.1_prot_WP_193622024.1_60,lcl|NZ_VWOH01000005.1_prot_WP_152309928.1_380
lcl|NZ_JACRYS010000001.1_prot_WP_193621721.1_28,lcl|NZ_VWOH01000005.1_prot_WP_152309931.1_383
lcl|NZ_JACRYS010000002.1_prot_WP_193621807.1_232,lcl|NZ_VWOH01000005.1_prot_WP_152309932.1_384
lcl|NZ_JACRYS010000002.1_prot_WP_193621783.1_233,lcl|NZ_VWOH01000005.1_prot_WP_152309933.1_385
lcl|NZ_JACRYS010000002.1_prot_WP_193621784.1_234,lcl|NZ_VWOH01000005.1_prot_WP_152309934.1_386
lcl|NZ_JACRYS010000002.1_prot_WP_193621785.1_235,lcl|NZ_VWOH01000005.1_prot_WP_152309950.1_387
lcl|NZ_JACRYS010000002.1_prot_WP_193621786.1_236,lcl|NZ_VWOH01000005.1_prot_WP_152309935.1_388
lcl|NZ_JACRYS010000002.1_prot_WP_193621787.1_237,lcl|NZ_VWOH01000005.1_prot_WP_152309936.1_389
lcl|NZ_JACRYS010000002.1_prot_WP_193621788.1_238,lcl|NZ_VWOH01000005.1_prot_WP_152309937.1_390
lcl|NZ_JACRYS010000002.1_prot_WP_193621789.1_239,lcl|NZ_VWOH01000005.1_prot_WP_152309938.1_391
lcl|NZ_JACRYS010000129.1_prot_WP_193622249.1_174,lcl|NZ_VWOH01000005.1_prot_WP_152309943.1_397
lcl|NZ_JACRYS010000003.1_prot_WP_193621820.1_306,lcl|NZ_VWOH01000005.1_prot_WP_152309944.1_398
lcl|NZ_JACRYS010000003.1_prot_WP_193621819.1_305,lcl|NZ_VWOH01000005.1_prot_WP_152309945.1_399
lcl|NZ_JACRYS010000003.1_prot_WP_193621841.1_304,lcl|NZ_VWOH01000005.1_prot_WP_152309951.1_400
lcl|NZ_JACRYS010000003.1_prot_WP_193621818.1_303,lcl|NZ_VWOH01000005.1_prot_WP_152309946.1_401
lcl|NZ_JACRYS010000044.1_prot_WP_193622144.1_400,lcl|NZ_VWOH01000006.1_prot_WP_152309953.1_407
lcl|NZ_JACRYS010000005.1_prot_WP_193621873.1_422,lcl|NZ_VWOH01000006.1_prot_WP_152309954.1_408
lcl|NZ_JACRYS010000026.1_prot_WP_193622113.1_280,lcl|NZ_VWOH01000006.1_prot_WP_152309955.1_409
lcl|NZ_JACRYS010000089.1_prot_WP_193622206.1_652,lcl|NZ_VWOH01000006.1_prot_WP_152309956.1_410
lcl|NZ_JACRYS010000002.1_prot_WP_193621774.1_222,lcl|NZ_VWOH01000006.1_prot_WP_152309957.1_411
lcl|NZ_JACRYS010000128.1_prot_WP_004995129.1_160,lcl|NZ_VWOH01000006.1_prot_WP_152309967.1_412
lcl|NZ_JACRYS010000002.1_prot_WP_193621775.1_224,lcl|NZ_VWOH01000006.1_prot_WP_152309958.1_413
lcl|NZ_JACRYS010000051.1_prot_WP_193622160.1_473,lcl|NZ_VWOH01000006.1_prot_WP_152309959.1_414
lcl|NZ_JACRYS010000002.1_prot_WP_193621777.1_226,lcl|NZ_VWOH01000006.1_prot_WP_152309960.1_415
lcl|NZ_JACRYS010000002.1_prot_WP_193621778.1_227,lcl|NZ_VWOH01000006.1_prot_WP_152309961.1_416
lcl|NZ_JACRYS010000002.1_prot_WP_193621779.1_228,lcl|NZ_VWOH01000006.1_prot_WP_152309962.1_417
lcl|NZ_JACRYS010000002.1_prot_WP_193621780.1_229,lcl|NZ_VWOH01000006.1_prot_WP_152309963.1_418
lcl|NZ_JACRYS010000002.1_prot_WP_193621781.1_230,lcl|NZ_VWOH01000006.1_prot_WP_193310883.1_419
lcl|NZ_JACRYS010000002.1_prot_WP_193621782.1_231,lcl|NZ_VWOH01000006.1_prot_WP_152309965.1_420
lcl|NZ_JACRYS010000007.1_prot_WP_193621943.1_538,lcl|NZ_VWOH01000007.1_prot_WP_152309971.1_426
lcl|NZ_JACRYS010000007.1_prot_545,lcl|NZ_VWOH01000007.1_prot_WP_152309973.1_428
lcl|NZ_JACRYS010000008.1_prot_WP_193621965.1_585,lcl|NZ_VWOH01000007.1_prot_WP_152309974.1_429
